"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PLD3",5.09207598641633e-48,0.45361808601392,0.87,0.668,8.07501409925901e-44
"PRDX1",2.12885754754408e-47,-0.616626712069098,0.41,0.624,3.3759422988954e-43
"RPL12",2.26027483992291e-47,-0.612837872002238,0.773,0.882,3.58434384114975e-43
"ADCYAP1",3.37503123803296e-47,-1.49447184722993,0.055,0.273,5.35212453727266e-43
"TXN",4.99563933896057e-47,-0.534133134524451,0.462,0.677,7.92208486372368e-43
"PLIN2",5.28527239559711e-47,-0.995882247620742,0.079,0.304,8.3813849649379e-43
"NDUFA4",5.56532287864606e-47,-0.514179331188195,0.226,0.469,8.82548902095692e-43
"MEST",5.6564472029828e-47,0.304803412747664,0.26,0.101,8.96999397449012e-43
"CELF4",6.631051217127e-47,0.310417362498459,0.315,0.134,1.051552102012e-42
"LGALS3",7.40402410331625e-47,-0.559453242594186,0.02,0.226,1.17413014230389e-42
"RPL18",1.19965255935353e-46,-0.341490970711305,0.988,0.997,1.90240902862283e-42
"MTURN",4.16345566255213e-46,0.324921626798083,0.331,0.146,6.60240798967517e-42
"TM4SF1",4.18002601901062e-46,-1.33305501822138,0.162,0.383,6.62868526094704e-42
"CFL1",1.84504835500601e-45,-0.555962695221883,0.837,0.913,2.92587768136853e-41
"RPL15",2.01804124153006e-45,-0.296323833175937,0.997,1,3.20020980081837e-41
"RPL14",3.19778509464444e-45,-0.398041058421728,0.989,0.995,5.07104760308716e-41
"RPL35A",3.97832188758155e-45,-0.40321356964895,0.975,0.987,6.30882284932682e-41
"PSD",5.19427935540502e-45,0.353379797324728,0.48,0.259,8.23708820180127e-41
"SLC39A14",5.96413732667027e-45,-0.646646313837255,0.233,0.467,9.45792897263372e-41
"SERINC2",1.34961867982315e-44,-0.66792544454844,0.052,0.262,2.14022530246355e-40
"EMC10",1.53815520020327e-44,0.416487841294216,0.854,0.651,2.43920651648235e-40
"PCLO",2.86087518447827e-44,0.277208317854535,0.258,0.101,4.53677586754564e-40
"TACSTD2",5.07685288773046e-44,-1.35792881965775,0.025,0.22,8.05087330936297e-40
"PRSS8",5.98687471273709e-44,-0.603994913033057,0.012,0.203,9.49398591945848e-40
"TUBB",6.49087501177181e-44,-0.551861058295462,0.726,0.85,1.02932295936677e-39
"PABPC1",6.84673583886624e-44,-0.502724121145302,0.659,0.801,1.08575536932741e-39
"HEPACAM2",1.81573709562691e-43,0.282714828848128,0.274,0.111,2.87939588624516e-39
"TGM2",2.0701595315851e-43,-1.00001146354123,0.132,0.36,3.28285898518765e-39
"NPDC1",2.279540236249e-43,0.471348038577338,0.672,0.458,3.61489490664367e-39
"KRT7",2.64080860460434e-43,-1.47460503136523,0.017,0.206,4.18779428518156e-39
"RPS3",4.00102718581557e-43,-0.324209831308382,0.994,0.998,6.34482891126633e-39
"EPHX1",5.78665995165564e-43,-0.455075368226494,0.087,0.3,9.17648535133551e-39
"GSN",2.11318445562006e-42,-0.633748187486715,0.164,0.385,3.3510879097223e-38
"RPL32",2.148680616976e-42,-0.367912960811958,0.994,0.993,3.40737772240054e-38
"GNG4",2.16434654386926e-42,-0.62962134658582,0.24,0.478,3.43222074926787e-38
"SYNGR4",2.96321528450076e-42,-0.564197397692655,0.05,0.25,4.6990667981613e-38
"CAMK2B",3.40658238905403e-42,0.320226795048067,0.463,0.245,5.40215835256188e-38
"FXYD2",3.50178161669202e-42,0.50842100473034,0.726,0.493,5.5531252877502e-38
"YBX1",3.81475017097924e-42,-0.442728345614224,0.812,0.898,6.04943082113888e-38
"INSM1",4.18211424176776e-42,0.430621448646579,0.51,0.292,6.63199676459532e-38
"EIF4EBP1",1.06642985946253e-41,-0.407536247280228,0.118,0.338,1.69114447113568e-37
"DUSP4",1.14916619287501e-41,-0.605573507480124,0.092,0.304,1.82234774866118e-37
"PDZK1IP1",2.04495281825821e-41,-0.688788438382648,0.005,0.181,3.24288617919387e-37
"RPS24",2.13714594118243e-41,-0.312280202278635,1,0.999,3.3890860335271e-37
"CDK5R2",2.35250107836733e-41,0.38084115035848,0.52,0.304,3.73059621007491e-37
"EEF1B2",5.7967504692391e-41,-0.545927787773293,0.866,0.921,9.19248689411937e-37
"OAF",6.48472335326329e-41,-0.59396367357219,0.008,0.185,1.02834742936049e-36
"SMIM6",1.40098115617082e-40,0.29024392394967,0.319,0.146,2.22167591745569e-36
"BTG2",2.28078565666313e-40,0.708713000104061,0.591,0.409,3.6168698943364e-36
"PRSS3",2.33470012354696e-40,-1.64760823445517,0.053,0.245,3.70236745592077e-36
"SCGN",2.59857185661214e-40,0.256679111160954,0.909,0.618,4.12081525021554e-36
"CLDN4",3.1206521653677e-40,-0.924680130788946,0.182,0.388,4.94873020384011e-36
"VAMP2",5.28504098968456e-40,0.38408841502878,0.841,0.653,8.38101800144178e-36
"TNS1",6.72774480664545e-40,-0.400805668679688,0.008,0.182,1.06688577143784e-35
"TCEAL2",7.32673361488458e-40,0.279147739981967,0.323,0.151,1.1618734166484e-35
"SVIP",8.69276787214046e-40,0.404201780141971,0.609,0.4,1.37849912916403e-35
"GADD45B",9.70726112676529e-40,-0.523005270883356,0.089,0.299,1.53937746948244e-35
"NFKBIA",1.17360277068345e-39,-0.794164457412029,0.22,0.443,1.86109927374982e-35
"FLNA",1.23105959716706e-39,-0.893443706747754,0.071,0.267,1.95221430918752e-35
"IGF2",1.40513431894597e-39,-0.848679260092764,0.071,0.269,2.22826200298452e-35
"RPL17",2.37512912132779e-39,-0.337820709037088,0.994,0.993,3.76647976060161e-35
"GRASP",2.43942663257525e-39,0.283980804688558,0.301,0.134,3.86844275393783e-35
"CAMK2N1",3.34994152675824e-39,0.489424409250149,0.696,0.507,5.31233727313321e-35
"RPS27",4.85450493959829e-39,-0.324471510920346,0.997,0.998,7.69827393321497e-35
"C8orf4",6.85773734113575e-39,-0.633082008670025,0.007,0.176,1.08749998755731e-34
"MEG3",9.17212689301362e-39,-0.553453072153824,0.046,0.238,1.4545158826941e-34
"PHLDA1",1.41671286348333e-38,-0.542467153816242,0.028,0.209,2.24662325891187e-34
"RPL19",1.89799822009367e-38,-0.289989960215878,1,0.999,3.00984557742455e-34
"SNHG5",2.78485979644627e-38,-0.545787759737652,0.554,0.699,4.4162306652045e-34
"SAT1",3.39358768218855e-38,-1.21404097297813,0.425,0.584,5.3815513464146e-34
"PFN1",3.69461407248077e-38,-0.604503233514221,0.568,0.713,5.85891899614e-34
"HMGN2",3.88872870775791e-38,0.395850865777401,0.755,0.592,6.16674598476249e-34
"VIM",5.30539600468572e-38,-0.821744136039589,0.196,0.415,8.41329698423061e-34
"CACNA1A",5.89443584628155e-38,0.282788852268807,0.348,0.17,9.34739636503328e-34
"EGR4",7.80393452404705e-38,0.574564613835964,0.244,0.103,1.23754793682338e-33
"LGALS1",7.82516791597415e-38,-0.627611128487298,0.006,0.17,1.24091512811518e-33
"CKAP4",1.00319284746435e-37,-0.424876147493491,0.238,0.456,1.59086321750897e-33
"ID2",1.05634112114951e-37,0.588286220086262,0.601,0.406,1.67514574991889e-33
"ETS2",1.81892083328407e-37,-0.576429472491405,0.079,0.269,2.88444465742187e-33
"TPI1",1.91176303589174e-37,-0.454648683968673,0.686,0.822,3.03167382231712e-33
"LAPTM4B",2.9989301726636e-37,-0.40828733042038,0.222,0.461,4.75570346780994e-33
"G6PC2",4.94620705836391e-37,-1.04749646054265,0.095,0.286,7.84369515315349e-33
"NUPR1",8.45699671079126e-37,-0.445538864662018,0.021,0.193,1.34111053839728e-32
"NGFRAP1",9.42962989475719e-37,0.354604946029211,0.709,0.488,1.49535070871059e-32
"DUSP5",1.09366061484707e-36,-0.646782888880654,0.095,0.288,1.73432700302449e-32
"DDIT4",1.61206255252525e-36,-1.14839626382985,0.256,0.451,2.55640879579453e-32
"TMED6",1.73925811076573e-36,0.325784951538474,0.284,0.13,2.75811551205229e-32
"PFKFB3",1.92330208156408e-36,-0.67158455236001,0.043,0.221,3.04997244094431e-32
"HMGA1",2.33273926191694e-36,-0.705229696096588,0.224,0.427,3.69925792154789e-32
"FAM129B",2.67168724155109e-36,-0.536713989521532,0.225,0.428,4.23676162765172e-32
"RNASE1",3.73813700154552e-36,-0.981320833175553,0.008,0.167,5.92793765705089e-32
"RPL37A",7.14476424219477e-36,-0.269853282234433,1,1,1.13301671352725e-31
"GDF15",7.42418774281216e-36,-1.85669845490385,0.128,0.315,1.17732769225515e-31
"SYT4",7.78519498450989e-36,0.293086972157201,0.457,0.257,1.23457622064358e-31
"PPP1R15A",1.01559791070152e-35,-0.548757560014076,0.193,0.404,1.61053516679047e-31
"VWA5A",1.0680907762483e-35,0.365671312009153,0.519,0.319,1.69377835297455e-31
"AHI1",1.33603342622485e-35,0.27404399370729,0.401,0.216,2.11868180730737e-31
"C2CD4B",1.39088202412278e-35,-0.816440506045559,0.28,0.469,2.2056607138539e-31
"SERPING1",1.53712560629603e-35,-0.813836860448799,0.016,0.177,2.43757378646424e-31
"LAD1",1.81549264326917e-35,-0.412574830134867,0.009,0.166,2.87900823369624e-31
"MMP14",2.24884097226511e-35,-0.646912770042719,0.01,0.168,3.56621201381801e-31
"PAPSS2",3.07181892880522e-35,-0.746397233842429,0.327,0.508,4.87129045729932e-31
"CD68",3.19029177377364e-35,-0.46114870658592,0.213,0.431,5.05916469485024e-31
"MYH9",3.56716438800772e-35,-0.718742092413316,0.336,0.514,5.65680928650264e-31
"SERPINH1",4.89957269563231e-35,-0.635738836852374,0.034,0.203,7.76974238073372e-31
"CTRB1",4.93238517192486e-35,-4.4840002910084,0.14,0.321,7.82177640563845e-31
"HES1",5.29464878544475e-35,-0.653887693282773,0.1,0.291,8.39625404395828e-31
"FNIP2",5.35066358937738e-35,-0.477058262198767,0.224,0.43,8.48508232003465e-31
"RPL4",5.5744977374348e-35,-0.344861328573901,0.972,0.982,8.8400385120241e-31
"SOD2",8.91553150371997e-35,-1.12255775440555,0.41,0.576,1.41382498585991e-30
"RPS10",1.13875109043293e-34,-0.298196522866709,0.983,0.991,1.80583147920855e-30
"ANPEP",1.23082719246143e-34,-0.797750312277093,0.008,0.161,1.95184576180533e-30
"TNFRSF11B",1.56478587689512e-34,0.260952526193523,0.107,0.027,2.48143744358028e-30
"ITGA2",2.96608185100336e-34,-0.491260124401517,0.023,0.184,4.70361259932113e-30
"BMP5",3.2869199183049e-34,0.275570246046699,0.264,0.118,5.2123976064479e-30
"IGFBP7",3.4821361895037e-34,-1.17145425598429,0.303,0.476,5.52197156931497e-30
"LCN2",4.59211640821885e-34,-1.61657257146544,0.034,0.196,7.28217820015345e-30
"IL4R",5.5008700260414e-34,-0.323592142891147,0.009,0.162,8.72327968729645e-30
"IFI27L2",6.54721065215484e-34,0.306147643025104,0.557,0.354,1.03825666521871e-29
"ADAMTSL2",8.39739995825201e-34,0.308116571679955,0.28,0.131,1.3316596853796e-29
"IDH2",1.66771101714568e-33,-0.403830075248278,0.117,0.304,2.64465613098962e-29
"CIB1",2.19758452236304e-33,-0.456802138345111,0.565,0.739,3.4849295355633e-29
"RPS23",2.38468750184192e-33,-0.310585419632186,1,0.998,3.78163744042091e-29
"LAMB3",2.74123365332492e-33,-0.532800683739431,0.041,0.209,4.34704832744265e-29
"MAP9",2.982908646937e-33,0.278107065192219,0.314,0.157,4.73029653231269e-29
"CADM1",3.20191193382456e-33,0.307148992712942,0.517,0.319,5.07759194465899e-29
"CYR61",3.42003935697026e-33,-0.744050753666823,0.011,0.161,5.42349841228344e-29
"LBH",3.88925088195905e-33,-0.380187602549085,0.01,0.159,6.16757404861066e-29
"SLC6A6",6.10734907537577e-33,-0.513131384084516,0.086,0.261,9.6850341637309e-29
"HIF1A",1.06847664786152e-32,-0.533924562883165,0.203,0.391,1.6943902681788e-28
"FOSL2",1.30036357875517e-32,-0.390008860047089,0.083,0.261,2.06211656318995e-28
"VEGFA",1.77591753683381e-32,-0.690301940869044,0.434,0.588,2.81625002991105e-28
"NACA",2.56582348370225e-32,-0.377706377264323,0.752,0.852,4.06888288045503e-28
"NUDT4",2.57725549091205e-32,0.362205027252307,0.467,0.291,4.08701175748833e-28
"GATM",2.68549830077752e-32,-0.493702409507001,0.029,0.185,4.258663205373e-28
"SLC25A3",2.89846297356824e-32,-0.393276686942853,0.548,0.701,4.59638258348452e-28
"FANCF",3.4353057424427e-32,0.26525560007922,0.251,0.114,5.44770784636564e-28
"BTG1",5.26833180192618e-32,-0.688734898814826,0.521,0.664,8.35452057149454e-28
"MARCKS",5.78536448886071e-32,-0.47406804011544,0.392,0.572,9.17443100643532e-28
"ACTG1",6.44811465408516e-32,-0.797384806188457,0.974,0.973,1.02254202184482e-27
"ZKSCAN1",6.98352530673307e-32,0.314633438160868,0.452,0.269,1.10744744314173e-27
"TUBB6",7.42248948798483e-32,-0.343290579949994,0.019,0.168,1.17705838300463e-27
"FAM167A",7.83562859861725e-32,0.256811827566086,0.285,0.136,1.24257398316872e-27
"MAPK8IP2",7.97371781389144e-32,0.290057636089503,0.393,0.222,1.2644721709269e-27
"RPS27A",1.02520673726405e-31,-0.267506080318912,0.999,0.999,1.62577284395333e-27
"IMPDH2",1.16030013180328e-31,-0.402561002369358,0.243,0.439,1.84000394901364e-27
"KLF6",1.41340861947481e-31,-0.683661401247208,0.224,0.416,2.24138338876316e-27
"SARAF",1.50632611365779e-31,0.379097457520565,0.756,0.604,2.38873195103852e-27
"PCK1",1.65149574322447e-31,0.592627935819907,0.126,0.039,2.61894194960537e-27
"BTF3",1.8573096130418e-31,-0.383359107079421,0.714,0.815,2.94532158436168e-27
"ITGA5",2.07685218148943e-31,-0.54660306115075,0.007,0.146,3.29347218940594e-27
"MGST1",2.65816617608113e-31,-0.531699741826832,0.02,0.167,4.21531992202946e-27
"TMED8",2.81084091678985e-31,0.257528241345683,0.295,0.145,4.45743152584534e-27
"QPCT",2.91806629529684e-31,0.335650630283993,0.494,0.31,4.62746953108172e-27
"SQSTM1",3.9827859343854e-31,-0.599077344207601,0.778,0.86,6.31590193474837e-27
"CPA2",4.55335389083163e-31,-1.9899338955986,0.034,0.183,7.22070860008081e-27
"CFB",5.17343041783232e-31,-0.992943032741296,0.02,0.166,8.20402595659849e-27
"SYCN",5.9427153143571e-31,-1.82187263834606,0.016,0.158,9.42395794550749e-27
"TMBIM1",7.07087788388633e-31,-0.524944820294709,0.365,0.531,1.12129981482669e-26
"ARG2",8.76592027685062e-31,0.2589224646346,0.329,0.17,1.39009963750297e-26
"KCNH2",9.63389461103915e-31,0.309397306685283,0.413,0.239,1.52774300741859e-26
"RPL30",1.27180394665508e-30,-0.300912117012817,0.997,0.995,2.01682669860563e-26
"RPL24",1.27667038261462e-30,-0.293925038795322,0.992,0.994,2.02454389275026e-26
"TGIF1",1.40709503180634e-30,-0.267836067815154,0.003,0.138,2.23137130143849e-26
